# Directed graph (each unordered pair of nodes is saved once): CA-GrQc.txt 
# Collaboration network of Arxiv General Relativity category (there is an edge if authors coauthored at least one paper)
# Nodes: 5242 Edges: 28980
# FromNodeId	ToNodeId
20373	1877
20373	2042
20373	2474
20373	4273
20373	4422
20373	5259
20373	6264
20373	7355
20373	9143
20373	9184
20373	10381
20373	13813
20373	14357
20373	14746
20373	15479
20373	16332
20373	17559
20373	18736
20373	19568
20373	19940
20373	21646
20373	23204
20373	25034
12927	853
12927	2072
12927	2368
12927	2465
12927	7154
12927	8045
12927	8441
12927	15321
12927	16070
12927	16087
12927	17231
12927	19434
12927	23944
12927	24499
12927	25034
12927	25916
22790	3197
22790	10062
22790	14924
22790	16994
22790	17911
22790	18940
22790	23681
22790	23727
20635	45
20635	46
20635	570
20635	773
20635	1653
20635	2212
20635	2741
20635	2952
20635	3372
20635	3595
20635	4164
20635	4511
20635	4513
20635	6179
20635	6610
20635	6830
20635	7956
20635	8879
20635	9785
20635	11241
20635	11472
20635	12365
20635	12496
20635	12781
20635	12851
20635	14540
20635	14807
20635	15003
20635	15659
20635	17655
20635	17692
20635	18174
20635	18894
20635	19423
20635	19961
20635	20108
20635	20562
20635	21012
20635	21281
20635	21508
20635	21847
20635	22691
20635	22887
20635	23293
20635	24955
20635	25346
20635	25758
26067	3839
26067	15194
15194	3839
15194	26067
23909	3593
3821	4798
12545	676
12545	2169
12545	3310
12545	3677
12545	4466
12545	5209
12545	5302
12545	5938
12545	13199
12545	13801
12545	13929
12545	16084
12545	18365
12545	18724
12545	18739
12545	19581
12545	20478
12545	20954
12545	22147
12545	23991
12545	24057
12545	25006
6629	9974
9974	269
9974	1217
9974	6629
9974	25648
8047	3345
8047	22644
4013	3948
4013	7154
4013	8786
4013	10878
4013	14078
4013	16640
4013	20059
4013	21289
4013	23855
4013	25516
22088	22224
22224	4641
22224	13520
22224	17937
22224	21660
22224	22088
12056	14599
14599	135
14599	1776
14599	2710
14599	2761
14599	4697
14599	8335
14599	9143
14599	9184
14599	9471
14599	11107
14599	12056
14599	12135
14599	12688
14599	12806
14599	13096
14599	13520
14599	13624
14599	14647
14599	15477
14599	15816
14599	16649
17979	13556
17979	17778
17979	22393
17235	5731
17235	13635
4650	6280
4650	14952
6806	2770
6806	14033
10600	1499
10600	13493
10600	20261
10600	23394
10600	23665
10600	24002
13493	10600
13493	23394
13493	23665
23394	10600
23394	13493
23394	13496
23394	18791
23394	23653
23394	23665
16333	4241
12287	15455
12287	17075
12287	20827
23477	8666
23477	9241
5225	3849
5225	7010
5225	7506
5225	9312
5225	20781
5225	24097
9312	5225
9312	7506
9312	8728
2490	834
2490	3193
2490	5570
2490	11227
2490	11447
3193	2490
3193	4371
3193	5862
3193	7959
3193	17113
3193	24183
3193	26004
5134	773
5134	1234
5134	14807
5134	21012
5134	22691
5134	23452
5134	25053
3372	45
3372	46
3372	345
3372	570
3372	773
3372	1653
3372	2212
3372	2741
3372	2952
3372	4164
3372	4511
3372	4513
3372	6179
3372	6610
3372	6830
3372	7956
3372	8879
3372	9785
3372	11241
3372	11472
3372	12365
3372	12496
3372	12781
3372	12851
3372	13060
3372	14540
3372	14807
3372	15003
3372	15659
3372	17655
3372	17692
3372	18894
3372	19423
3372	19961
3372	20108
3372	20562
3372	20635
3372	21012
3372	21281
3372	21508
3372	21847
3372	22691
3372	22887
3372	23293
3372	23452
3372	23628
3372	24955
3372	25346
3372	25758
23452	231
23452	345
23452	773
23452	1234
23452	2980
23452	3372
23452	5134
23452	6774
23452	8049
23452	10243
23452	12503
23452	14807
23452	15538
23452	19423
23452	21012
23452	21432
23452	22457
23452	22691
23452	22834
23452	23628
23452	25053
23452	25271
23628	773
23628	3372
23628	14807
23628	21012
23628	22691
23628	23452
2404	869
2404	3618
2404	14709
2404	14807
2404	17569
2404	21012
2404	22421
2404	24955
22421	869
22421	2404
22421	3618
22421	14709
22421	14807
22421	21012
9283	4164
9283	5787
9283	10055
9283	13164
9283	14540
9283	25034
9283	25143
12639	10456
12639	17414
25916	2710
25916	4708
25916	10381
25916	12842
25916	12927
25916	14007
25916	18973
25916	19207
25916	19580
25916	22721
3849	3988
3849	5225
3849	16348
888	1520
888	7007
888	7712
888	13614
888	22598
888	23351
1520	888
1520	7007
1520	7712
1520	13614
1520	22598
1520	23351
13385	18051
4017	7888
4017	17291
7888	4017
7888	17291
593	1008
593	2185
593	7893
593	8369
593	9082
593	11824
593	12066
593	12386
593	12627
593	13333
593	16778
593	16888
593	18051
593	20808
593	21815
593	23896
12627	593
12627	1008
12627	2185
12627	7893
12627	8369
12627	11824
12627	12066
12627	12386
12627	13333
12627	16778
12627	16888
12627	18051
12627	20808
12627	21815
12627	23896
21777	11293
21777	22108
22108	6808
22108	7802
22108	11293
22108	21777
22108	23555
10597	1985
10597	5052
10597	9124
10597	9763
10597	16741
10597	21657
17149	408
17149	3265
17149	16225
17149	16324
17149	21404
17149	26058
23901	18521
23901	25316
1498	3033
1498	3547
1498	14707
3033	1498
3033	3547
3033	14707
9893	20526
20526	9893
20526	16521
884	24699
884	24781
24699	884
24699	5202
24699	17800
24699	24781
3164	1339
3164	8824
3164	13364
3164	17330
3164	18487
3164	21995
676	24293
20850	231
20850	345
20850	676
20850	2654
20850	4748
20850	4846
20850	10427
20850	11785
20850	12101
20850	13220
20850	17439
20850	17603
20850	21798
20850	24293
20850	25272
1787	1279
1787	13056
1787	14550
13056	1373
13056	1588
13056	1787
13056	10310
13056	14982
13056	15814
13056	18540
13056	19791
13056	22100
13056	24696
18875	8365
18875	8376
18875	9017
18875	12472
18875	13067
18875	20806
18875	22046
18875	23758
20806	9017
20806	18875
5444	13931
5444	21608
15258	2072
15258	7071
15258	8195
15258	11227
15258	15951
15258	22278
2072	400
2072	4379
2072	6541
2072	6905
2072	7071
2072	8195
2072	8216
2072	8471
2072	11227
2072	12927
2072	13190
2072	14498
2072	15258
2072	15951
2072	19657
2072	22278
7071	2072
7071	15258
7071	15951
15951	2072
15951	7071
15951	15258
15951	17502
15951	17740
10039	639
10039	5408
14165	15244
14165	15435
14165	18381
14165	22242
14165	22523
24731	5052
3999	4550
2340	2443
2340	8116
2340	16906
2443	2340
2443	6918
2443	7650
2443	8116
2443	8184
2443	8625
2443	13369
2443	14369
2443	15395
2443	16906
2443	17583
2443	17738
2443	23051
8116	2340
8116	2443
8116	3066
8116	6056
8116	6918
8116	7650
8116	7991
13190	3323
13190	6905
13190	7579
13190	14007
13190	14009
13190	14020
13190	15799
13190	21653
13190	23708
14007	2710
14007	4708
14007	13190
14007	25916
5542	11861
11861	2287
11861	4080
11861	5542
11861	6172
11861	8592
11861	25553
11861	25554
17396	22415
22245	15144
20432	8718
20432	11468
20432	11470
20432	14265
20432	17804
9649	10251
9649	17294
9649	17626
9649	23637
17626	2309
17626	4211
17626	6532
17626	7104
17626	7689
17626	8553
17626	9649
17626	9763
17626	10251
17626	11670
17626	11876
17626	14265
17626	17294
17626	17808
17626	22426
17626	23637
4633	18415
18415	4633
18415	7194
18415	11593
18415	16818
18415	23648
482	939
482	1172
482	1834
482	5056
482	5934
482	13664
482	14037
482	15066
482	16469
482	16940
482	19613
482	20424
482	21048
26194	3441
26194	10268
7625	1685
7625	4433
7625	4952
7625	16335
7625	19078
7625	20383
1386	2720
1386	9124
1386	9829
2720	1386
2720	6913
2720	9124
7246	11490
7246	17240
17240	7246
17240	11490
22523	3501
22523	3594
22523	6154
22523	14430
22523	15435
22523	23713
24002	10600
4102	135
4102	3916
4102	10376
4102	12311
4102	13801
4102	15325
4102	17911
4102	26127
4102	26176
10376	4102
10376	13801
10376	15325
10376	17911
10376	26176
5606	4700
5606	9124
9207	2870
9207	12654
9207	20391
9207	22555
9207	24753
20344	8680
20344	19204
20344	23204
19204	409
19204	23204
23204	2001
23204	3633
23204	7935
23204	8680
5601	23064
5601	23841
8710	9522
8710	22483
2591	3909
2591	8916
2591	10762
2591	13276
2591	16765
2591	18517
5083	5084
5083	8711
8711	5083
8711	5084
5084	5083
5084	8711
9265	8254
11372	1172
11372	4139
11372	4247
11372	4250
11372	20002
11372	21409
11372	22018
11372	25660
11379	9325
11379	9491
11379	11372
11379	11400
11379	17124
11379	17764
11379	21409
11379	25719
21860	2654
21860	8261
21860	20662
21860	22837
4180	45
4180	570
4180	4673
4180	10055
4180	15846
4180	25758
15959	283
15959	6154
15959	14924
15959	15920
15959	18540
15959	24009
15959	24444
21707	12860
21707	18487
21707	25271
2316	11929
2316	11939
2316	16935
11939	2316
11939	15235
11939	16935
350	951
350	25676
951	350
951	25676
25676	350
25676	951
15365	2532
15365	3561
15365	7007
15365	16931
15365	22046
3034	6154
3034	15435
19686	6154
10895	14067
1958	23693
1958	24696
1958	24833
1958	26196
18379	23490
6918	2443
6918	8116
6918	14369
6918	17738
1556	11965
1556	14096
1556	23154
23154	1556
22382	15998
4759	18940
4759	24860
12664	6030
12664	15191
14345	24240
5212	6628
5212	19015
5212	19444
5212	25139
6628	5212
6628	19015
6628	19444
6628	25139
19015	5212
19015	6628
19015	19444
25139	6628
25139	19015
25139	19444
22023	15770
11610	9126
11610	11696
11610	18453
9126	11610
9126	11696
9126	18453
9441	10388
10388	9441
10388	10539
14496	5477
14496	15108
20495	1217
20495	3944
5807	2710
5807	4550
5807	8222
5807	11416
5807	17794
5807	21495
5807	25006
18782	6583
18782	6807
18782	7277
18782	18408
18782	23883
21075	1311
21075	1321
21075	1430
21075	1685
21075	10439
21075	19657
21075	21089
21075	21156
21075	21162
12659	1258
12659	5441
12659	10623
12659	10762
12311	135
12311	4102
12311	6408
12311	9889
12311	12675
6264	385
6264	1098
6264	1323
6264	1606
6264	1608
6264	2912
6264	4273
6264	4351
6264	21220
6264	22225
6264	22275
6264	23506
6264	23620
6264	24332
376	2611
376	16620
2611	376
2611	1908
2611	16620
2611	16621
16620	376
16620	1908
16620	2611
13999	13801
13999	24870
12675	135
12675	4442
12675	6408
12675	9889
12675	12106
12675	12311
12675	21125
12675	24280
12675	24398
14834	1124
14834	1267
14834	1511
14834	3006
14834	24718
14834	26193
23248	14834
10872	2666
10872	24250
24250	2666
24250	10872
2666	10872
2666	24250
9630	10252
9630	16820
10252	9630
10252	16820
16820	9630
16820	10252
4877	7459
4877	8862
4877	24932
5570	834
5570	2490
5570	11447
834	2490
834	5570
834	11447
15882	3228
10381	9143
10381	9184
10381	12842
10381	25916
22721	10381
22721	12842
22721	25916
14159	5144
14159	24852
24852	5144
24852	8869
24852	14159
299	14174
299	18746
299	22051
299	22075
299	24713
18746	299
18746	22051
22051	299
22051	14616
22051	17817
22051	18746
22051	22075
5547	543
5547	5659
5547	12313
5659	543
5659	5547
5659	12313
12313	543
12313	5547
12313	5659
13520	122
13520	1958
13520	5851
13520	6530
13520	6707
13520	6911
13520	11591
13520	14599
13520	15971
13520	16921
13520	17599
13520	18331
13520	20207
13520	21943
13520	22224
13520	22826
4525	2356
4525	6337
4525	10490
4525	10588
4525	17419
4525	18105
4525	21754
4525	24762
6337	2773
6337	4525
6337	5661
6337	6529
6337	6543
6337	8511
6337	16486
6337	18105
6337	20030
6337	24762
18105	4525
18105	6337
10490	3916
10490	10588
10490	13966
10490	21754
10490	24614
2511	8523
2511	14051
2511	18271
2511	19865
2511	21910
14550	1279
14550	1787
19964	2342
19964	2516
19964	10923
19964	16013
19964	21998
16013	2342
16013	10923
16013	16368
16013	19964
10923	2342
10923	2516
10923	16013
10923	16368
10923	19964
10923	21998
2342	10923
2342	16013
2342	19964
1796	3386
1796	5052
3386	941
3386	1796
3386	3178
3386	5052
3386	13712
3386	16727
3386	25442
19980	5957
19980	7716
19980	11233
18208	4104
18208	4431
18208	4442
18208	4967
18208	8471
18208	11152
18208	11461
18208	14661
18208	15616
18208	16262
18208	17536
18208	18995
18208	19562
18208	21012
18208	25896
15920	14924
15920	15959
1608	6264
1608	20660
25304	4293
25304	14512
25304	14854
25304	24489
14854	6835
14854	14512
14854	25304
14512	2741
14512	4632
14512	7956
14512	9785
14512	15003
14512	16594
14512	18866
14512	20774
14512	21508
14512	25304
14512	25346
24219	2255
24219	24835
24835	4575
24835	4782
24835	15582
24835	21930
24835	24219
17933	5156
15891	3321
15891	6465
15891	6823
15891	17385
15891	20595
6823	491
6823	1124
6823	1151
6823	2410
6823	3321
6823	3843
6823	24706
6823	25998
6465	3321
12324	8876
